order_id,order_date,customer_id,shipping_method_id,dest_address_id
1465,2022-10-28 07:00:27,886,4,561
1466,2023-07-19 10:34:59,887,3,788
1467,2022-11-27 08:43:27,887,3,892
1468,2022-03-17 13:13:41,888,4,401
1469,2023-09-18 19:31:43,889,3,661
1470,2022-08-23 02:42:11,890,1,264
1471,2024-09-06 10:19:02,891,2,305
1472,2022-02-20 18:24:53,891,1,831
1473,2024-06-02 07:44:20,892,4,15
1474,2024-08-27 20:01:11,892,4,103
1475,2023-08-19 13:26:15,893,1,402
1476,2023-01-06 17:51:01,893,2,528
1477,2023-07-17 16:55:49,893,3,608
1478,2024-01-29 07:44:19,893,4,827
1479,2023-07-12 09:22:30,894,4,796
1480,2023-03-31 03:11:35,895,2,642
1481,2022-10-28 15:00:30,896,1,496
1482,2023-05-19 07:08:09,896,2,843
1483,2022-09-18 15:13:16,897,4,187
1484,2023-01-31 23:41:32,897,1,347
1485,2024-02-11 15:52:39,897,4,425
1486,2022-05-02 07:09:12,898,1,84
1487,2024-03-19 07:43:52,898,4,500
1488,2022-01-06 01:13:36,899,3,121
1489,2023-04-05 16:26:30,900,4,370
1490,2024-09-24 04:03:55,900,1,415
1491,2023-07-02 15:58:37,900,1,950
1492,2022-11-06 17:41:14,901,2,492
1493,2024-07-18 14:58:46,902,2,490
1494,2023-09-06 20:08:18,903,1,233
1495,2024-12-15 22:31:35,903,4,847
1496,2024-01-03 21:28:20,904,1,336
1497,2024-06-13 03:56:59,904,4,816
1498,2023-05-27 16:30:23,905,1,131
1499,2023-07-08 04:47:26,906,4,619
1500,2023-02-09 05:10:31,907,3,465
1501,2023-04-30 21:55:40,907,3,842
1502,2022-03-16 00:45:57,908,3,6
1503,2022-10-28 23:54:44,908,1,171
1504,2023-10-09 06:09:19,908,3,997
1505,2024-02-23 12:27:12,909,2,106
1506,2022-10-12 03:55:50,909,4,902
1507,2023-05-27 01:18:54,910,2,763
1508,2023-07-11 04:19:19,910,1,860
1509,2023-04-12 12:59:50,911,1,931
1510,2023-07-02 06:45:47,912,4,231
1511,2023-11-30 02:14:17,913,3,153
1512,2023-10-09 20:22:12,913,3,628
1513,2023-05-21 21:36:12,913,1,655
1514,2023-04-25 01:50:42,913,3,783
1515,2022-05-23 23:20:23,914,1,261
1516,2023-07-23 09:33:43,915,4,970
1517,2023-12-28 10:19:58,916,2,878
1518,2024-09-22 04:58:45,917,1,600
1519,2022-10-27 16:19:20,918,1,276
1520,2024-12-26 16:01:25,918,4,821
1521,2023-04-25 04:15:49,919,1,703
1522,2022-12-23 23:30:37,920,1,988
1523,2022-09-11 15:02:11,921,2,10
1524,2023-04-30 16:48:45,921,3,935
1525,2022-11-27 06:49:30,921,2,973
1526,2024-03-02 17:04:39,922,4,145
1527,2024-12-29 13:45:45,922,1,406
1528,2023-05-02 02:30:11,922,2,729
1529,2023-04-08 10:24:42,923,3,949
1530,2022-01-05 22:00:22,924,2,625
1531,2022-10-13 03:07:32,924,3,848
1532,2024-08-24 20:02:35,925,3,639
1533,2023-03-24 07:24:07,926,1,62
1534,2024-05-15 22:57:55,926,2,677
1535,2022-12-23 00:26:13,927,4,439
1536,2022-02-09 08:19:43,928,4,740
1537,2024-03-13 01:01:27,929,4,377
1538,2023-09-16 07:13:03,930,3,58
1539,2022-08-06 22:37:41,930,1,622
1540,2023-11-26 19:41:25,931,2,865
1541,2022-09-21 17:10:43,932,3,737
1542,2024-07-09 19:53:47,933,3,25
1543,2024-05-10 22:08:18,933,4,648
1544,2023-01-14 16:16:18,933,3,985
1545,2023-05-31 04:37:56,934,3,411
1546,2024-05-29 04:16:54,934,2,964
1547,2024-12-27 06:22:30,935,1,355
1548,2024-01-21 01:18:21,936,2,644
1549,2022-01-24 06:09:04,936,3,914
1550,2022-08-23 23:49:45,937,3,228
1551,2024-08-02 04:06:36,938,3,125
1552,2023-04-13 22:20:32,938,1,936
1553,2023-01-02 18:13:31,939,1,419
1554,2023-06-25 15:54:58,939,1,699
1555,2023-01-11 09:05:26,940,3,678
1556,2022-02-19 20:11:33,941,1,169
1557,2024-04-07 04:33:28,941,1,687
1558,2024-10-03 15:34:45,942,4,149
1559,2023-12-07 05:41:53,942,1,444
1560,2024-10-25 06:46:00,942,1,703
1561,2022-01-24 19:59:54,943,1,222
1562,2024-10-23 21:47:01,943,3,609
1563,2023-10-18 08:37:03,944,4,156
1564,2024-09-20 06:23:34,944,4,171
1565,2024-06-21 10:37:14,945,1,26
1566,2023-05-31 14:58:18,945,1,854
1567,2023-07-08 11:35:17,946,2,416
1568,2023-01-10 04:08:31,946,1,445
1569,2024-10-03 13:07:09,947,2,421
1570,2023-02-05 10:42:01,948,1,517
1571,2023-12-15 03:56:41,948,3,532
1572,2022-03-06 17:21:46,949,4,620
1573,2022-09-17 21:06:23,950,1,351
1574,2024-11-09 19:28:17,950,1,709
1575,2024-11-08 02:42:40,950,1,814
1576,2023-06-09 10:59:04,951,1,520
1577,2023-07-14 07:00:57,951,4,841
1578,2023-02-10 01:09:13,952,3,654
1579,2023-03-22 21:29:26,952,4,690
1580,2023-02-25 04:39:17,953,2,689
1581,2023-10-22 05:44:22,953,3,784
1582,2024-11-18 09:52:18,953,2,894
1583,2024-06-15 06:37:12,954,1,552
1584,2024-08-19 03:38:59,954,1,790
1585,2022-11-11 00:28:50,954,4,861
1586,2023-07-29 14:59:43,955,3,70
1587,2023-02-05 07:17:52,955,2,608
1588,2022-08-06 18:24:54,956,4,197
1589,2023-05-24 10:55:15,956,3,204
1590,2022-01-10 08:28:20,957,4,783
1591,2024-11-16 05:23:49,958,4,694
1592,2022-05-14 17:00:29,958,4,877
1593,2023-12-29 01:17:37,959,3,226
1594,2023-06-24 06:13:18,959,2,704
1595,2023-01-27 01:16:59,960,4,441
1596,2022-12-27 07:05:41,960,3,638
1597,2022-01-15 17:57:54,961,1,781
1598,2022-10-24 04:11:43,961,1,815
1599,2024-12-24 04:44:28,962,2,779
1600,2023-04-09 19:02:13,963,4,451
1601,2022-03-28 21:44:48,964,4,305
1602,2024-01-06 16:33:57,964,1,780
1603,2022-01-30 13:44:47,965,2,54
1604,2023-04-30 06:48:04,965,4,153
1605,2022-05-29 20:13:12,966,3,271
1606,2023-09-26 01:41:03,966,2,569
1607,2024-03-18 08:43:54,967,2,897
1608,2024-05-05 21:27:34,968,4,778
1609,2022-07-29 07:51:21,969,2,97
1610,2023-09-20 18:50:35,970,1,898
1611,2022-06-12 14:01:39,971,1,825
1612,2023-11-29 15:39:04,971,2,978
1613,2024-03-26 17:50:17,971,2,982
1614,2023-03-10 20:46:40,972,3,114
1615,2024-05-25 08:56:50,973,1,659
1616,2023-10-18 21:42:36,974,2,347
1617,2022-06-27 10:40:50,974,4,436
1618,2023-12-28 22:15:08,975,4,38
1619,2022-05-24 05:22:48,976,1,365
1620,2023-06-17 12:39:57,976,3,380
1621,2022-02-12 14:56:44,976,2,496
1622,2023-01-06 16:41:19,976,2,854
1623,2022-03-05 05:17:18,977,3,5
1624,2022-01-29 12:59:32,977,1,164
1625,2024-11-07 21:58:25,977,3,851
1626,2024-06-17 03:17:01,978,4,212
1627,2024-12-26 23:20:15,978,2,404
1628,2023-07-28 20:34:28,979,2,409
1629,2024-11-24 03:35:36,980,3,647
1630,2023-11-10 17:48:59,980,4,687
1631,2022-03-03 08:53:04,980,2,833
1632,2023-05-21 23:10:19,981,4,54
1633,2022-10-02 15:01:23,982,1,990
1634,2023-09-30 19:36:14,983,3,90
1635,2024-05-10 11:58:43,983,4,771
1636,2023-12-29 17:52:24,984,3,150
1637,2023-08-05 06:30:07,984,2,199
1638,2022-03-30 01:23:25,985,4,397
1639,2024-03-06 06:36:33,985,4,519
1640,2022-02-26 07:46:36,985,4,801
1641,2023-04-02 06:59:22,986,2,598
1642,2023-04-17 05:31:20,986,1,731
1643,2023-03-17 08:44:00,987,4,527
1644,2024-03-25 10:56:52,988,4,94
1645,2023-06-20 00:07:08,989,4,477
1646,2023-09-11 14:26:42,990,1,150
1647,2022-12-09 00:05:54,991,4,320
1648,2024-06-23 06:34:47,992,2,569
1649,2024-07-25 18:50:33,993,3,386
1650,2024-05-24 01:30:07,994,4,659
1651,2023-04-30 17:40:14,994,2,882
1652,2022-08-11 00:56:09,995,1,783
1653,2024-07-13 17:27:42,996,2,28
1654,2022-08-04 02:03:50,997,3,89
1655,2022-04-28 16:46:11,997,2,248
1656,2022-10-02 02:45:55,998,2,759
1657,2024-04-17 12:19:41,999,2,550
1658,2022-10-07 08:03:32,1000,4,42
1659,2024-10-25 08:52:44,1000,3,354
1660,2023-07-28 14:52:52,1000,1,356
1661,2023-06-07 01:32:45,1000,1,509
1662,2022-12-17 06:09:11,1001,2,48
1663,2024-04-14 21:42:31,1002,2,319
1664,2023-10-02 11:47:59,1002,4,716
1665,2022-08-18 19:31:48,1003,3,394
1666,2024-02-14 15:35:20,1003,4,912
1667,2023-08-02 15:08:05,1004,4,385
1668,2023-12-12 17:58:13,1004,3,578
1669,2023-08-29 03:56:12,1005,3,479
1670,2023-11-26 23:46:35,1006,3,332
1671,2022-03-08 23:02:06,1007,4,449
1672,2023-04-11 22:23:34,1007,1,655
1673,2023-07-13 16:51:33,1008,3,826
1674,2024-07-09 13:30:19,1009,3,166
1675,2023-01-26 23:34:44,1009,2,553
1676,2022-08-01 05:09:59,1010,4,507
1677,2023-05-02 20:39:54,1010,4,933
1678,2024-01-15 00:51:03,1011,1,78
1679,2024-08-26 12:53:45,1012,4,171
1680,2023-12-31 12:04:43,1012,4,229
1681,2024-01-08 08:08:41,1012,1,485
1682,2024-04-27 12:45:19,1012,1,638
1683,2023-11-12 15:45:49,1013,4,998
1684,2024-06-17 07:25:26,1014,2,254
1685,2024-11-26 13:53:40,1014,1,370
1686,2024-12-25 19:53:46,1015,2,94
1687,2022-07-05 03:41:21,1015,1,712
1688,2022-09-11 01:44:28,1016,3,574
1689,2024-07-14 14:35:39,1016,3,942
1690,2024-11-13 12:19:59,1016,1,951
1691,2023-08-19 21:41:41,1017,4,33
1692,2024-02-13 03:54:49,1017,3,751
1693,2023-06-25 13:49:24,1018,3,258
1694,2025-01-01 02:07:53,1018,2,329
1695,2023-08-28 02:48:10,1018,4,512
1696,2023-05-08 00:47:01,1018,2,665
1697,2023-08-24 04:22:43,1019,1,189
1698,2023-01-14 18:51:19,1020,2,550
1699,2023-11-05 21:33:26,1021,1,453
1700,2023-09-01 14:36:04,1021,4,470
1701,2024-12-28 02:07:08,1022,2,357
1702,2024-10-07 19:33:52,1023,1,911
1703,2023-08-14 07:22:04,1024,4,566
1704,2024-09-24 02:37:23,1024,4,634
1705,2023-04-11 22:14:26,1024,3,681
1706,2024-08-05 05:40:46,1025,4,676
1707,2023-09-30 18:27:32,1026,1,152
1708,2022-10-09 02:18:57,1026,1,943
1709,2023-11-01 12:35:02,1027,3,275
1710,2022-11-06 16:58:01,1028,4,287
1711,2024-07-16 07:49:47,1029,1,182
1712,2023-07-25 10:46:34,1029,4,456
1713,2022-10-04 04:59:43,1030,1,117
1714,2022-03-29 12:38:12,1031,4,816
1715,2022-09-03 17:51:23,1032,1,314
1716,2023-07-25 00:15:14,1033,4,772
1717,2024-07-16 02:49:48,1034,1,143
1718,2023-02-18 18:11:48,1034,1,701
1719,2023-08-09 22:59:03,1035,1,591
1720,2024-03-23 23:38:29,1036,4,938
1721,2022-10-19 17:02:31,1037,4,659
1722,2023-01-25 05:44:15,1038,2,237
1723,2022-12-30 18:20:51,1039,2,13
1724,2022-04-07 23:40:42,1039,2,360
1725,2024-01-03 11:28:33,1039,2,464
1726,2024-08-30 19:39:06,1040,2,925
1727,2024-07-03 20:48:52,1041,4,120
1728,2024-07-24 17:19:16,1042,4,221
1729,2024-01-29 12:29:12,1043,3,188
1730,2023-05-05 00:04:15,1043,3,995
1731,2022-09-05 23:40:48,1044,4,86
1732,2022-10-12 07:59:49,1044,2,314
1733,2024-08-12 01:32:04,1044,4,589
1734,2022-07-31 19:53:54,1045,3,537
1735,2024-06-05 18:58:25,1046,2,833
1736,2023-11-13 04:07:37,1047,3,168
1737,2023-07-09 18:21:39,1047,2,288
1738,2022-01-04 14:25:44,1047,1,802
1739,2023-06-09 03:36:50,1048,2,193
1740,2022-02-15 01:31:07,1048,4,631
1741,2023-05-08 11:02:25,1048,1,973
1742,2022-06-14 18:48:54,1049,4,220
1743,2024-05-12 08:50:13,1049,1,621
1744,2023-10-03 13:16:40,1050,2,158
1745,2025-01-02 19:27:31,1050,3,601
1746,2024-04-12 00:55:43,1050,2,934
1747,2023-03-04 01:13:44,1051,2,268
1748,2023-08-23 05:42:19,1051,3,355
1749,2024-08-03 16:03:08,1051,1,851
1750,2023-05-19 04:21:43,1051,1,928
1751,2024-10-20 01:07:17,1052,4,213
1752,2023-10-10 20:45:38,1052,2,573
1753,2024-06-04 15:04:15,1053,1,487
1754,2022-01-20 18:12:53,1054,3,894
1755,2022-02-13 09:09:20,1055,1,621
1756,2023-09-13 00:44:11,1056,4,627
1757,2023-02-18 18:18:16,1057,1,931
1758,2022-03-06 19:52:22,1058,1,11
1759,2024-02-06 11:33:20,1058,4,899
1760,2024-03-24 07:24:54,1059,4,770
1761,2024-05-13 03:36:02,1059,3,960
1762,2022-10-21 16:23:23,1060,3,299
1763,2024-12-06 05:42:55,1061,1,200
1764,2022-05-25 23:47:41,1061,4,695
1765,2024-02-01 07:22:35,1062,1,5
1766,2024-12-24 12:42:54,1063,2,570
1767,2023-10-26 21:54:45,1064,3,600
1768,2023-08-25 04:36:52,1065,3,672
1769,2024-11-07 01:10:28,1066,1,300
1770,2022-04-18 19:30:04,1066,4,545
1771,2022-11-14 14:39:58,1066,4,741
1772,2023-10-20 21:51:31,1066,2,963
1773,2024-05-05 10:02:05,1067,2,213
1774,2023-03-27 08:38:41,1068,1,803
1775,2024-04-11 16:39:12,1068,3,959
1776,2024-02-12 13:19:17,1069,3,242
1777,2023-08-20 21:56:37,1070,2,147
1778,2024-12-12 23:45:04,1071,2,766
1779,2024-04-09 04:29:37,1072,2,174
1780,2023-07-15 06:19:47,1072,1,762
1781,2024-08-23 22:32:17,1072,1,895
1782,2022-05-25 01:58:11,1073,3,256
1783,2023-08-11 17:17:45,1073,2,647
1784,2024-12-19 13:36:32,1073,3,934
1785,2024-11-02 21:37:18,1074,2,249
1786,2022-03-09 15:02:44,1074,2,284
1787,2023-11-18 09:59:05,1074,3,537
1788,2022-12-28 21:00:55,1075,3,134
1789,2023-11-03 12:08:35,1075,4,716
1790,2023-12-17 08:17:43,1075,1,856
1791,2024-08-09 15:02:05,1076,3,23
1792,2023-10-29 09:42:55,1076,2,119
1793,2024-02-25 15:59:33,1077,3,313
1794,2022-05-24 15:08:04,1078,3,573
1795,2022-01-12 14:20:15,1079,4,552
1796,2024-12-27 06:55:03,1080,3,207
1797,2024-06-12 17:06:24,1080,1,525
1798,2023-07-17 13:28:53,1081,2,71
1799,2023-03-05 20:54:12,1081,4,121
1800,2024-05-19 02:32:34,1082,3,610
1801,2023-08-05 18:53:54,1083,2,265
1802,2024-10-12 14:53:42,1084,4,57
1803,2024-06-13 07:38:05,1084,2,394
1804,2022-06-10 01:43:03,1085,2,302
1805,2023-03-18 02:38:01,1085,3,611
1806,2022-12-11 01:17:51,1086,2,512
1807,2022-12-17 15:39:56,1086,2,571
1808,2022-09-12 12:40:53,1086,4,583
1809,2023-07-13 18:40:12,1086,1,888
1810,2023-09-27 15:18:49,1086,3,946
1811,2023-03-09 17:38:22,1087,2,488
1812,2022-10-21 20:02:30,1088,3,563
1813,2023-07-21 20:44:57,1089,1,567
1814,2023-03-11 12:34:18,1090,2,51
1815,2024-07-26 18:50:08,1091,3,198
1816,2024-01-11 19:26:38,1091,4,290
1817,2022-05-14 22:37:46,1092,2,166
1818,2022-08-20 05:40:42,1092,2,644
1819,2024-08-29 14:56:20,1093,1,715
1820,2024-10-20 07:26:55,1093,1,972
1821,2024-03-27 21:47:06,1094,1,43
1822,2024-03-21 01:35:35,1094,2,872
1823,2022-12-14 16:54:55,1095,3,747
1824,2023-01-20 09:45:59,1095,3,764
1825,2024-05-13 00:02:23,1096,1,655
1826,2024-05-15 23:34:22,1096,3,706
1827,2024-09-22 06:14:22,1096,4,791
1828,2022-05-20 17:06:33,1097,4,540
1829,2022-08-29 19:37:54,1097,2,684
1830,2022-01-07 17:43:56,1097,1,993
1831,2022-05-05 06:56:35,1098,4,8
1832,2022-03-26 11:02:38,1098,4,607
1833,2023-04-05 18:03:40,1098,2,693
1834,2022-10-11 18:28:48,1099,4,56
1835,2022-05-13 11:17:05,1099,4,746
1836,2024-10-28 14:48:17,1100,2,306
1837,2024-05-12 02:26:33,1100,3,662
1838,2023-05-14 23:52:49,1100,4,775
1839,2023-08-24 14:27:21,1101,4,428
1840,2022-11-21 02:27:09,1102,1,162
1841,2023-12-28 03:12:40,1103,2,301
1842,2024-09-25 05:38:56,1103,1,380
1843,2022-12-26 21:08:43,1103,4,396
1844,2022-01-18 05:37:53,1103,3,928
1845,2022-12-14 03:24:13,1104,4,940
1846,2024-07-28 04:42:06,1105,1,934
1847,2023-04-05 01:24:50,1106,2,275
1848,2022-08-31 23:15:36,1107,4,780
1849,2023-04-04 11:55:47,1108,4,31
1850,2024-10-20 08:02:23,1109,2,307
1851,2024-11-21 12:06:04,1109,4,693
1852,2024-08-21 04:16:37,1110,1,664
1853,2022-01-15 11:03:59,1111,3,328
1854,2022-12-06 18:29:04,1111,2,656
1855,2024-04-04 02:19:16,1112,2,392
1856,2023-06-13 12:27:20,1113,1,121
1857,2023-02-13 14:28:44,1113,2,412
1858,2024-03-01 09:42:53,1113,1,764
1859,2022-12-30 20:58:53,1114,1,241
1860,2024-05-18 13:55:34,1115,4,705
1861,2022-03-03 18:28:40,1116,4,353
1862,2024-09-22 00:27:24,1117,3,622
1863,2024-03-14 01:05:23,1117,4,886
1864,2024-03-12 07:18:30,1118,4,573
1865,2022-11-02 23:45:53,1118,4,961
1866,2024-02-05 16:28:03,1119,4,943
1867,2024-03-28 17:42:54,1120,4,128
1868,2024-08-12 11:05:28,1120,2,241
1869,2024-06-12 18:00:31,1121,4,349
1870,2023-12-01 17:03:28,1122,4,622
1871,2024-04-24 08:43:55,1123,3,807
1872,2024-08-17 03:06:13,1124,4,88
1873,2024-01-13 19:05:37,1124,4,970
1874,2024-12-10 13:33:31,1125,3,804
1875,2023-07-20 04:29:08,1125,2,960
1876,2024-11-07 01:54:47,1126,2,822
1877,2023-03-09 10:41:35,1127,4,77
1878,2024-10-07 08:39:47,1128,2,56
1879,2024-11-09 11:04:22,1128,4,609
1880,2024-05-01 03:07:56,1129,3,229
1881,2022-07-03 22:34:07,1130,3,871
1882,2022-07-08 07:19:36,1131,1,137
1883,2024-03-11 22:48:16,1131,4,138
1884,2022-12-23 22:03:35,1131,3,924
1885,2023-10-04 12:36:31,1132,1,895
1886,2022-07-10 07:44:14,1132,1,942
1887,2022-01-07 00:14:46,1133,3,695
1888,2023-07-19 21:45:15,1134,2,882
1889,2024-03-08 17:49:43,1135,2,873
1890,2022-07-11 13:40:04,1136,1,978
1891,2024-03-24 17:56:43,1137,4,421
1892,2023-07-25 16:40:00,1137,4,642
1893,2022-07-28 01:52:18,1138,3,252
1894,2024-09-07 20:16:35,1138,1,904
1895,2022-11-08 23:07:17,1139,3,370
1896,2022-12-25 07:31:58,1139,3,777
1897,2023-11-20 21:44:35,1140,4,130
1898,2024-12-14 00:02:23,1140,3,964
1899,2022-01-21 11:46:52,1141,1,691
1900,2023-05-31 22:11:45,1141,2,702
1901,2024-04-11 18:24:16,1141,1,728
1902,2022-07-03 20:38:08,1142,4,211
1903,2022-12-28 01:09:02,1142,4,240
1904,2024-03-09 18:51:22,1143,4,390
1905,2024-08-09 02:37:25,1143,2,425
1906,2024-09-27 14:51:28,1144,3,927
1907,2023-07-25 09:24:00,1145,4,152
1908,2023-12-12 11:35:34,1145,2,708
1909,2023-11-06 06:22:37,1146,2,811
1910,2024-07-04 07:32:29,1147,2,36
1911,2022-12-13 04:36:29,1147,1,119
1912,2023-05-19 10:23:32,1147,2,851
1913,2024-08-06 02:41:47,1148,3,524
1914,2022-11-13 20:24:47,1148,3,760
1915,2024-01-16 18:17:46,1149,3,527
1916,2022-12-08 10:37:19,1150,4,159
1917,2024-04-24 03:51:58,1150,3,615
1918,2024-06-13 16:34:21,1151,1,603
1919,2023-09-08 06:47:53,1151,3,681
1920,2022-11-23 18:43:30,1152,3,415
1921,2023-10-07 21:18:12,1153,4,606
1922,2023-06-10 10:57:20,1154,4,45
1923,2024-05-18 07:08:14,1154,4,59
1924,2024-03-03 03:43:13,1154,1,847
1925,2023-10-02 21:09:52,1155,4,735
1926,2023-09-14 23:21:23,1155,2,749
1927,2023-07-12 04:00:26,1156,2,330
1928,2023-08-06 00:38:32,1157,1,162
1929,2023-06-27 14:51:01,1157,4,701
1930,2023-10-28 03:05:28,1157,1,718
1931,2022-03-04 11:47:32,1157,3,795
1932,2023-10-12 18:56:54,1158,1,573
1933,2024-03-18 04:36:12,1159,1,74
1934,2023-12-04 03:38:25,1159,3,342
1935,2023-07-29 18:27:06,1160,2,356
1936,2022-07-14 20:31:47,1161,2,832
1937,2023-11-24 22:43:00,1162,3,84
1938,2023-03-12 21:33:52,1162,4,728
1939,2024-07-13 03:59:20,1163,2,40
1940,2023-04-15 16:25:11,1163,3,513
1941,2023-08-04 02:47:17,1164,2,376
1942,2022-07-18 15:54:41,1164,4,473
1943,2023-12-19 03:56:07,1164,2,772
1944,2024-05-11 18:16:58,1165,3,422
1945,2022-02-07 14:40:05,1165,3,842
1946,2023-08-21 08:51:37,1166,2,975
1947,2022-02-05 03:02:46,1167,1,708
1948,2024-01-10 16:50:57,1168,2,110
1949,2023-07-26 19:25:55,1168,4,504
1950,2024-06-14 16:16:47,1168,1,514
1951,2024-06-14 05:08:34,1169,2,418
1952,2022-06-11 13:54:37,1170,4,403
1953,2023-04-07 16:43:18,1171,2,554
1954,2023-12-23 15:14:01,1172,2,36
1955,2024-02-09 09:39:32,1172,1,535
1956,2023-03-09 13:07:53,1173,3,286
1957,2022-06-22 09:16:52,1173,1,630
1958,2023-03-28 00:52:14,1173,4,633
1959,2023-02-26 19:43:33,1173,2,969
1960,2023-10-06 21:40:16,1174,3,32
1961,2024-01-17 08:55:53,1174,2,452
1962,2023-11-26 13:22:06,1174,2,704
1963,2024-09-04 20:19:46,1175,1,744
1964,2022-09-14 16:39:26,1176,1,161
1965,2023-03-07 04:14:09,1177,3,69
1966,2022-12-28 17:16:49,1178,4,311
1967,2024-02-24 16:55:08,1179,4,36
1968,2023-11-09 12:39:06,1179,2,41
1969,2022-11-06 06:49:34,1180,2,540
1970,2024-04-27 06:32:34,1180,3,960
1971,2022-05-29 05:35:41,1181,1,967
1972,2023-10-02 14:07:45,1182,2,783
1973,2024-07-25 16:48:46,1182,2,975
1974,2024-11-30 14:59:42,1183,2,113
1975,2024-04-01 04:18:18,1183,2,997
1976,2023-06-04 09:33:12,1184,2,229
1977,2022-09-19 13:28:49,1185,1,816
1978,2022-09-26 16:51:39,1186,4,176
1979,2023-06-19 21:44:52,1187,2,284
1980,2022-02-23 12:10:19,1188,4,437
1981,2023-07-11 02:15:05,1188,4,664
1982,2022-07-22 19:56:34,1189,3,447
1983,2024-10-09 13:21:51,1190,4,635
1984,2024-08-19 17:08:48,1190,1,776
1985,2023-01-09 04:13:23,1191,2,112
1986,2023-08-22 12:37:55,1191,2,480
1987,2022-11-19 00:42:51,1191,2,726
1988,2023-12-07 10:35:46,1192,4,498
1989,2023-09-16 17:36:39,1192,2,903
1990,2024-12-31 13:57:17,1193,3,659
1991,2024-07-30 01:21:29,1194,4,146
1992,2022-11-25 10:55:18,1194,1,161
1993,2024-10-26 18:00:09,1195,1,806
1994,2022-06-07 18:27:54,1196,3,66
1995,2022-10-01 11:31:45,1197,4,458
1996,2023-04-10 19:34:49,1197,3,794
1997,2024-05-18 18:58:47,1198,2,12
1998,2022-09-10 07:06:28,1198,1,362
1999,2022-08-22 02:56:33,1199,4,78
2000,2024-11-03 06:38:58,1199,3,673
2001,2022-03-05 18:34:25,1200,4,261
2002,2023-09-02 19:45:57,1201,3,166
2003,2022-02-06 07:06:08,1202,4,221
2004,2023-10-12 19:45:56,1202,2,929
2005,2024-11-09 14:20:27,1203,4,853
2006,2024-03-24 13:18:00,1204,3,165
2007,2023-07-18 18:20:45,1204,2,740
2008,2022-03-20 03:35:06,1204,1,867
2009,2024-02-04 13:43:00,1205,4,488
2010,2023-10-20 03:03:59,1206,2,54
2011,2022-04-13 21:31:22,1206,2,421
2012,2023-01-30 12:02:56,1206,2,561
2013,2024-12-04 01:56:22,1207,4,233
2014,2022-10-19 15:07:24,1207,4,635
2015,2022-10-09 20:36:17,1207,2,740
2016,2023-05-30 06:05:27,1208,3,381
2017,2023-09-30 17:00:00,1208,2,893
2018,2024-06-10 18:53:39,1209,1,843
2019,2022-08-17 04:42:09,1210,4,415
2020,2023-10-26 06:00:46,1211,3,699
2021,2023-10-29 14:38:14,1212,4,276
2022,2022-04-10 22:42:13,1212,1,685
2023,2022-09-11 02:20:54,1213,3,320
2024,2023-08-21 23:00:07,1214,3,495
2025,2022-10-24 22:36:53,1214,4,634
2026,2022-08-22 21:22:27,1215,3,493
2027,2023-10-13 01:17:34,1215,2,605
2028,2022-12-31 14:54:36,1216,1,632
2029,2024-11-16 22:22:05,1217,3,712
2030,2022-08-23 17:31:11,1217,1,779
2031,2023-03-27 02:16:22,1218,2,375
2032,2024-07-26 20:13:20,1218,3,446
2033,2023-08-25 18:28:47,1218,3,659
2034,2024-02-16 15:49:54,1218,4,888
2035,2023-07-09 05:11:40,1219,4,70
2036,2022-08-17 18:55:32,1220,2,86
2037,2023-03-04 15:32:49,1220,4,716
2038,2023-07-19 19:46:28,1221,4,771
2039,2022-10-14 10:30:33,1222,1,382
2040,2022-11-29 12:25:00,1223,4,931
2041,2023-03-05 12:02:48,1224,1,702
2042,2024-01-13 11:51:02,1225,4,521
2043,2023-01-05 11:27:21,1225,3,659
2044,2022-11-08 05:43:09,1225,4,792
2045,2023-01-07 20:16:31,1226,2,126
2046,2024-08-10 12:28:17,1226,2,135
2047,2023-05-05 21:11:28,1226,3,635
2048,2023-12-10 17:06:18,1227,4,711
2049,2022-09-28 04:59:16,1227,4,961
2050,2024-07-08 03:32:11,1228,1,387
2051,2024-02-10 13:00:52,1228,1,718
2052,2024-05-16 14:09:42,1228,4,843
2053,2024-01-14 22:39:11,1228,3,989
2054,2024-04-14 05:40:14,1229,2,71
2055,2023-01-04 14:34:25,1230,2,517
2056,2023-07-19 00:34:44,1230,4,898
2057,2024-03-13 14:32:54,1231,3,745
2058,2022-10-19 21:55:24,1232,1,276
2059,2023-05-02 12:19:25,1232,2,828
2060,2022-01-21 03:33:01,1233,4,895
2061,2022-12-24 19:15:36,1234,3,367
2062,2022-01-21 12:42:03,1235,1,118
2063,2023-03-05 10:41:28,1235,3,366
2064,2022-09-22 07:32:08,1236,3,326
2065,2022-02-14 13:40:07,1236,4,635
2066,2023-09-24 14:36:02,1236,3,647
2067,2023-09-16 01:06:16,1237,3,458
2068,2023-10-15 00:17:35,1237,2,596
2069,2022-07-04 10:20:30,1237,4,712
2070,2024-06-13 16:34:05,1238,1,126
2071,2024-12-13 20:25:50,1238,3,322
2072,2022-12-22 13:46:58,1239,1,74
2073,2022-11-10 20:42:34,1240,1,653
2074,2023-07-01 20:08:54,1240,1,770
2075,2024-08-26 19:08:58,1240,1,807
2076,2022-11-16 05:13:12,1241,4,678
2077,2023-08-28 13:32:50,1242,3,497
2078,2024-07-11 09:07:52,1242,2,728
2079,2022-01-13 18:16:49,1243,1,543
